"Arrangement Number","Country Name","Country Code","Arrangement Type","Approval Date","Approval Year","Intial End Date","Initial End Year","Revised End Date","Duration Of Annual Arrangement From","Duration Of Annual Arrangement To","Program Type","Review Type","Review Sequence","Board Doc. No.","Mneumonic","Description","Program year","Year Type","FY Start Month","FY End Month","T-3","T-2","T-1","T","T+1","T+2","T+3","T+4","Indicator Currency","Sort"
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BDRPT","Rescheduling contracted before program 5/",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BEF_G","Programmed Financing Gap (-M-N-O-P-Q-R-S)",1999,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BEF_O","Other BOP Support 6/",1999,"FY","April","March","0","0","0.1","0.51","0.06","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BKMEO","Other Net Inflows (including e & o) 4/",1999,"FY","April","March","11.3","15.9","-14.4","-19.6","-21.1","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BK_MB","Official borrowing from multilateral and bilateral lenders (excl. Fund)",1999,"FY","April","March","7.5","7.3","6.5","10.1","5.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BK_PF","Public Commercial Borrowing, MLT",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BK_SP","Scheduled Principal Payments (excl. Fund)",1999,"FY","April","March","8.4","9.1","6.1","5.6","5.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BS_I","Scheduled Net Interest Payments",1999,"FY","April","March","6","6.3","7.2","8.8","10.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BMS_O","Services, Debit (excluding interest)",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BMT","Merchandise Imports",1999,"FY","April","March","46.1","50.9","47.4","33.8","37.7","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BO","Overall Balance (+F+G+H+I+J-K+L)",1999,"FY","April","March","3.4","6.1","-15.7","-10.4","-16.3","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BS_O","Services net",1999,"FY","April","March","-2.7","-2.9","-3.3","-1.2","-2.7","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BTRG","Official Transfers (net) 3/",1999,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BXS_O","Services, Credit and Private Transfers",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BXT","Merchandise Exports",1999,"FY","April","March","47.8","52","56.2","48.4","55.5","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","DL","External Debt (incl. Fund) 8/",1999,"FY","April","March","119.1","127.5","135","149.9","147.6","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","DS","Scheduled Debt Service",1999,"FY","April","March","16.3","18.4","23.5","20.6","20.9","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","D_R","Cancellation of Stock of Debt 7/",1999,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","ENDA","Exchange rate vis-a-vis numeraire (average)",1999,"FY","April","March","2276","2364","4667","9849","7405","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","FNDA","Net Domestic Assets (domestic currency, billions) 4/",1999,"FY","April","March","197.22","244.1","351.5","439","539.6","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","FAFA","Gross Reserves",1999,"FY","April","March","20.6","26.7","16.4","25.7","27.8","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","FI","Nominal Interest Rate (in percent)",1999,"FY","April","March","NULL","NULL","NULL","37.9","21.8","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","FMB","Broad Money (domestic currency, billions) 4/",1999,"FY","April","March","232.5","294.6","432.2","578.3","670.7","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCB_Y","Fiscal Balance including grants (percent of GDP) 3/(A+B+C+D-E-F-G)",1999,"FY","April","March","0.9","1.2","-1.1","-2","-3","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCECY","Current Non-Interest Expenditures (percent of GDP)",1999,"FY","April","March","6.7","7","8.3","9.1","9.8","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCEKY","Capital Expenditures and Net Lending (Percent of GDP)",1999,"FY","April","March","5.8","5.6","6.6","5.1","4.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCENL","Total Expenditures (percent of GDP, E+F+G)",1999,"FY","April","March","13.9","13.8","16.8","17.4","18.3","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCG_Y","Grants (percent of GDP)",1999,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCIPY","Interest payments (percent of GDP)",1999,"FY","April","March","1.4","1.2","1.6","3.2","4.1","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCRCT","Current Tax Revenue (percent of GDP)",1999,"FY","April","March","13.7","14.1","14.5","14.2","13.3","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCR_Y","Total Revenues, including grants (percent of GDP, A+B+C+D)",1999,"FY","April","March","14.8","15","15.4","15.2","14.5","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCRKY","Capital Revenues (percent of GDP)",1999,"FY","April","March","0","0","0","0.2","0.8","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GCRNT","Current Non-tax Revenues (percent of GDP)",1999,"FY","April","March","1.1","0.9","0.9","1","1.2","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","GPB_Y","Fiscal Balance, Broadest coverage including grants 2/",1999,"FY","April","March","0.9","1.2","-1.1","-2","-3","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","NGDP","GDP (domestic currency, billions)",1999,"FY","April","March","470.5","553","700","1009","1135","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","NGDPD","GDP (in millions of US$ or SDRs)",1999,"FY","April","March","206.7","233.1","184","105.7","153.7","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","NI_Y","Gross Domestic Investment (percent of GDP)",1999,"FY","April","March","NULL","NULL","28.3","12.1","13.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","NS_Y","Gross National/Domestic Savings (percent of GDP)",1999,"FY","April","March","NULL","NULL","27.2","16.6","16.6","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","PCPIC","CPI Inflation (percent, end-of-period)",1999,"FY","April","March","9.2","5.3","36.8","45.4","0","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","BDRPR","Projected New Rescheduling",1999,"FY","April","March","0","0","0","4.6","4.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","RGDPC","Real GDP Growth (in percent)",1999,"FY","April","March","7.6","8.2","1.9","-14.2","1.8","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","TMP_C","Import Unit Value (percentage change)",1999,"FY","April","March","NULL","-1","-8.8","-2.8","6.5","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","TMR_C","Import Volume (percentage change)",1999,"FY","April","March","NULL","11.5","2.2","-26.7","4.7","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","TXP_C","Export Unit Value (percentage change)",1999,"FY","April","March","NULL","-0.1","-12.9","-20.9","11","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","TXR_C","Export Volume (percentage change)",1999,"FY","April","March","NULL","9","23.8","8.9","3.4","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"2/4/2000",2000,"NULL","NULL","NULL","P1","OC","L","EBS/00/8","FNFA","Net foreign assets",1999,"FY","April","March","35.3","50.5","80.8","139.3","131.1","NULL","NULL","NULL","US$ bn",0
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BAFA","Change in Gross Reserves (-increase, including valuation changes)",1999,"FY","April","March","-3.4","-6.1","10.2","-10","-3","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BAFLI","Use of Fund Credit, net",1999,"FY","April","March","0","0","3","6.7","0.9","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BAR","Changes in External Payments Arrears (+ increases)",1999,"FY","April","March","0","0","2.4","-2.4","0","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BAVC","Valuation change",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",1999,"FY","April","March","-7","-7.9","-1.7","4.5","2.4","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BDRPT","Rescheduling contracted before program 5/",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BEF_G","Programmed Financing Gap (-M-N-O-P-Q-R-S)",1999,"FY","April","March","0","0","0","0","5.1","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BEF_O","Other BOP Support 6/",1999,"FY","April","March","0","0","0","1","-1.9","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BKMEO","Other Net Inflows (including e & o) 4/",1999,"FY","April","March","11","15.6","-14","-24","-13.2","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BK_MB","Official borrowing from multilateral and bilateral lenders (excl. Fund)",1999,"FY","April","March","7.5","7.3","6.1","10.8","4.6","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BK_PF","Public Commercial Borrowing, MLT",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BK_SP","Scheduled Principal Payments (excl. Fund)",1999,"FY","April","March","8.4","9.1","6.1","6.3","5.5","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BS_I","Scheduled Net Interest Payments",1999,"FY","April","March","6","6","7.2","7.8","10.8","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BMS_O","Services, Debit (excluding interest)",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BMT","Merchandise Imports",1999,"FY","April","March","46.1","50.9","47.4","37","40.1","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BO","Overall Balance (+F+G+H+I+J-K+L)",1999,"FY","April","March","3.4","6.1","-15.6","-14.9","-11.6","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BS_O","Services net",1999,"FY","April","March","-2.7","-3.1","-3.3","-5.7","-5.7","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BTRG","Official Transfers (net) 3/",1999,"FY","April","March","0.2","0.2","0","0.1","0.1","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BXS_O","Services, Credit and Private Transfers",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BXT","Merchandise Exports",1999,"FY","April","March","47.8","52.1","56.2","54.9","59","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","DL","External Debt (incl. Fund) 8/",1999,"FY","April","March","105.8","112.7","137.9","148.1","152.4","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","DS","Scheduled Debt Service",1999,"FY","April","March","19.6","21.5","27","22.9","25.2","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","D_R","Cancellation of Stock of Debt 7/",1999,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","ENDA","Exchange rate vis-a-vis numeraire (average)",1999,"FY","April","March","2276","2364","4667","9735","8000","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","FNDA","Net Domestic Assets (domestic currency, billions) 4/",1999,"FY","April","March","197.2","244.1","353.8","421.5","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","FAFA","Gross Reserves",1999,"FY","April","March","20.6","26.6","16.4","26.4","29.5","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","FI","Nominal Interest Rate (in percent)",1999,"FY","April","March","13.99","11.07","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","FMB","Broad Money (domestic currency, billions) 4/",1999,"FY","April","March","232.5","294.6","449.8","573.4","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCB_Y","Fiscal Balance including grants (percent of GDP) 3/(A+B+C+D-E-F-G)",1999,"FY","April","March","0.9","1.2","-0.9","-6","-6","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCECY","Current Non-Interest Expenditures (percent of GDP)",1999,"FY","April","March","6.7","7","8.9","10.5","8.7","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCEKY","Capital Expenditures and Net Lending (Percent of GDP)",1999,"FY","April","March","5.8","5.6","6.6","6.6","8.9","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCENL","Total Expenditures (percent of GDP, E+F+G)",1999,"FY","April","March","13.9","13.8","17.2","19.5","19.6","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCG_Y","Grants (percent of GDP)",1999,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCIPY","Interest payments (percent of GDP)",1999,"FY","April","March","1.4","1.2","1.7","2.4","2","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCRCT","Current Tax Revenue (percent of GDP)",1999,"FY","April","March","13.7","14.1","15.3","11.7","11.7","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCR_Y","Total Revenues, including grants (percent of GDP, A+B+C+D)",1999,"FY","April","March","14.8","15","16.3","13.5","13.6","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCRKY","Capital Revenues (percent of GDP)",1999,"FY","April","March","0","0","0","0.9","1","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GCRNT","Current Non-tax Revenues (percent of GDP)",1999,"FY","April","March","1.1","0.9","1","0.9","0.9","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","GPB_Y","Fiscal Balance, Broadest coverage including grants 2/",1999,"FY","April","March","0.9","1.2","-0.9","-6","-6","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","NGDP","GDP (domestic currency, billions)",1999,"FY","April","March","470.5","553","699.1","1057.5","1222.2","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","NGDPD","GDP (in millions of US$ or SDRs)",1999,"FY","April","March","208","223.2","139.9","110","153","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","NI_Y","Gross Domestic Investment (percent of GDP)",1999,"FY","April","March","28.2","30.2","27.6","15","21","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","NS_Y","Gross National/Domestic Savings (percent of GDP)",1999,"FY","April","March","24.9","26.9","26","19.1","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","PCPIC","CPI Inflation (percent, end-of-period)",1999,"FY","April","March","9","6.6","11.6","80","11","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","BDRPR","Projected New Rescheduling",1999,"FY","April","March","0","0","0","19.7","10.5","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","RGDPC","Real GDP Growth (in percent)",1999,"FY","April","March","8.2","8","4.9","-15","-0.5","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","TMP_C","Import Unit Value (percentage change)",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","TMR_C","Import Volume (percentage change)",1999,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","TXP_C","Export Unit Value (percentage change)",1999,"FY","April","March","2.8","1.5","-7.5","-3.1","2.1","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","TXR_C","Export Volume (percentage change)",1999,"FY","April","March","7.2","7.6","16.4","2.6","5.3","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/191","FNFA","Net foreign assets",1999,"FY","April","March","35.3","50.5","96","151.9","NULL","NULL","NULL","NULL","US$ bn",1
275,"INDONESIA",536,"EFF","8/25/1998",1998,"11/5/2000",2000,"NULL","NULL","NULL","P1","R2","BLANK","EBS/98/191","BAFA","Change in Gross Reserves (-increase, including valuation changes)",1999,"FY","April","March","-3.4","-6.1","10.2","-10","-3","NULL","NULL","NULL","US$ bn",2
