"Arrangement Number","Country Name","Country Code","Arrangement Type","Approval Date","Approval Year","Intial End Date","Initial End Year","Revised End Date","Duration Of Annual Arrangement From","Duration Of Annual Arrangement To","Program Type","Review Type","Review Sequence","Board Doc. No.","Mneumonic","Description","Program year","Year Type","FY Start Month","FY End Month","T-3","T-2","T-1","T","T+1","T+2","T+3","T+4","Indicator Currency","Sort"
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BAFA","Change in Gross Reserves (-increase, including valuation changes)",1998,"FY","April","March","1.4","-3.4","-6","0.2","0.5","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BAFLI","Use of Fund Credit, net",1998,"FY","April","March","0","0","0","6.1","2.6","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BAR","Changes in External Payments Arrears (+ increases)",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BAVC","Valuation change",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",1998,"FY","April","March","-3.7","-7","-7.9","-6.1","-5.2","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BDRPT","Rescheduling contracted before program 5/",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BEF_G","Programmed Financing Gap (-M-N-O-P-Q-R-S)",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BEF_O","Other BOP Support 6/",1998,"FY","April","March","0","0","0","0","0.9","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BKMEO","Other Net Inflows (including e & o) 4/",1998,"FY","April","March","2.4","10.9","15.8","-0.1","2","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BK_MB","Official borrowing from multilateral and bilateral lenders (excl. Fund)",1998,"FY","April","March","5.8","5.9","7.1","7.4","6.5","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BK_PF","Public Commercial Borrowing, MLT",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BK_SP","Scheduled Principal Payments (excl. Fund)",1998,"FY","April","March","6.1","6.4","9.1","7.8","7.5","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BS_I","Scheduled Net Interest Payments",1998,"FY","April","March","5.3","6","6","7.9","8.1","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BMS_O","Services, Debit (excluding interest)",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BMT","Merchandise Imports",1998,"FY","April","March","37.9","46.1","50.9","50.4","55.6","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BO","Overall Balance (+F+G+H+I+J-K+L)",1998,"FY","April","March","-1.4","3.4","6.1","-6.3","-4","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BS_O","Services net",1998,"FY","April","March","-2.6","-2.7","-3.2","-3.3","-2.3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BTRG","Official Transfers (net) 3/",1998,"FY","April","March","0.2","0.2","0.2","0.3","0.3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BXS_O","Services, Credit and Private Transfers",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BXT","Merchandise Exports",1998,"FY","April","March","42.1","47.8","52.1","55.6","60.8","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","DL","External Debt (incl. Fund) 8/",1998,"FY","April","March","101.2","106.5","113.3","125.7","129.5","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","DS","Scheduled Debt Service",1998,"FY","April","March","15.8","17.6","21.5","23.2","23.2","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","D_R","Cancellation of Stock of Debt 7/",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","ENDA","Exchange rate vis-a-vis numeraire (average)",1998,"FY","April","March","2181","2276","2373","2932","3200","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","FNDA","Net Domestic Assets (domestic currency, billions) 4/",1998,"FY","April","March","155.5","197.2","244.1","303.1","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","FAFA","Gross Reserves",1998,"FY","April","March","17.1","20.6","26.6","26.4","26","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","FI","Nominal Interest Rate (in percent)",1998,"FY","April","March","14.2","14","10.8","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","FMB","Broad Money (domestic currency, billions) 4/",1998,"FY","April","March","181.7","232.5","294.6","346.2","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCB_Y","Fiscal Balance including grants (percent of GDP) 3/(A+B+C+D-E-F-G)",1998,"FY","April","March","0.2","0.9","1.2","0.8","1","1","1","1","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCECY","Current Non-Interest Expenditures (percent of GDP)",1998,"FY","April","March","NULL","6.7","7.1","7.6","7.2","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCEKY","Capital Expenditures and Net Lending (Percent of GDP)",1998,"FY","April","March","NULL","5.8","5.7","5.6","5.2","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCENL","Total Expenditures (percent of GDP, E+F+G)",1998,"FY","April","March","NULL","13.9","14","14.5","13.7","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCG_Y","Grants (percent of GDP)",1998,"FY","April","March","NULL","0.1","0.1","0.1","0.1","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCIPY","Interest payments (percent of GDP)",1998,"FY","April","March","NULL","1.4","1.2","1.3","1.3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCRCT","Current Tax Revenue (percent of GDP)",1998,"FY","April","March","NULL","13.7","14.2","13.7","13.4","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCR_Y","Total Revenues, including grants (percent of GDP, A+B+C+D)",1998,"FY","April","March","NULL","14.9","15.2","15.2","14.7","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCRKY","Capital Revenues (percent of GDP)",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GCRNT","Current Non-tax Revenues (percent of GDP)",1998,"FY","April","March","NULL","1.1","0.9","1.5","1.3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","GPB_Y","Fiscal Balance, Broadest coverage including grants 2/",1998,"FY","April","March","0.2","0.9","1.2","0.8","1","1","1","1","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","NGDP","GDP (domestic currency, billions)",1998,"FY","April","March","399.8","471.7","551.6","627.2","709.5","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","NGDPD","GDP (in millions of US$ or SDRs)",1998,"FY","April","March","183","207","233","214","221","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","NI_Y","Gross Domestic Investment (percent of GDP)",1998,"FY","April","March","31.1","31.9","32.1","30.2","29.3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","NS_Y","Gross National/Domestic Savings (percent of GDP)",1998,"FY","April","March","29.2","29","28.8","27.3","26.9","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","PCPIC","CPI Inflation (percent, end-of-period)",1998,"FY","April","March","9.6","9","6.6","10","9","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","BDRPR","Projected New Rescheduling",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","RGDPC","Real GDP Growth (in percent)",1998,"FY","April","March","7.5","8.2","8","5","3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","TMP_C","Import Unit Value (percentage change)",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","TMR_C","Import Volume (percentage change)",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","TXP_C","Export Unit Value (percentage change)",1998,"FY","April","March","6.1","2.7","3.1","-3.7","-0.8","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","TXR_C","Export Volume (percentage change)",1998,"FY","April","March","8.5","7.2","5.9","10.6","10.3","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","OldBoardApproval","E","EBS/97/195","FNFA","Net foreign assets",1998,"FY","April","March","26.2","35.3","50.5","43.1","NULL","NULL","NULL","NULL","US$ bn",-1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BAFA","Change in Gross Reserves (-increase, including valuation changes)",1998,"FY","April","March","1.4","-3.4","-6.1","10.2","-6.7","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BAFLI","Use of Fund Credit, net",1998,"FY","April","March","0","0","0","3","5.3","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BAR","Changes in External Payments Arrears (+ increases)",1998,"FY","April","March","0","0","0","2.6","-1.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BAVC","Valuation change",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",1998,"FY","April","March","-3.5","-7","-7.9","-2.3","4.2","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BDRPT","Rescheduling contracted before program 5/",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BEF_G","Programmed Financing Gap (-M-N-O-P-Q-R-S)",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BEF_O","Other BOP Support 6/",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BKMEO","Other Net Inflows (including e & o) 4/",1998,"FY","April","March","1.5","10.2","15.6","-14","-18.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BK_MB","Official borrowing from multilateral and bilateral lenders (excl. Fund)",1998,"FY","April","March","6.5","6.5","7.3","6.7","11.7","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BK_PF","Public Commercial Borrowing, MLT",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BK_SP","Scheduled Principal Payments (excl. Fund)",1998,"FY","April","March","6.1","6.4","9.1","6.2","7.1","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BS_I","Scheduled Net Interest Payments",1998,"FY","April","March","5.3","6","6","7.3","7.6","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BMS_O","Services, Debit (excluding interest)",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BMT","Merchandise Imports",1998,"FY","April","March","37.9","46.1","50.9","48.5","42.3","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BO","Overall Balance (+F+G+H+I+J-K+L)",1998,"FY","April","March","-1.4","3.4","6.1","-15.8","-9.9","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BS_O","Services net",1998,"FY","April","March","-2.4","-2.7","-3.2","-2.8","-4.7","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BTRG","Official Transfers (net) 3/",1998,"FY","April","March","0.2","0.2","0.2","0","0.1","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BXS_O","Services, Credit and Private Transfers",1998,"FY","April","March","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","BXT","Merchandise Exports",1998,"FY","April","March","42.1","47.8","52.1","56.3","58.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","DL","External Debt (incl. Fund) 8/",1998,"FY","April","March","101.2","106.5","113.3","119.6","112.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","DS","Scheduled Debt Service",1998,"FY","April","March","15.8","17.6","21.5","27","20.4","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","D_R","Cancellation of Stock of Debt 7/",1998,"FY","April","March","0","0","0","0","0","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","ENDA","Exchange rate vis-a-vis numeraire (average)",1998,"FY","April","March","2181","2276","2373","4802","6000","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","FNDA","Net Domestic Assets (domestic currency, billions) 4/",1998,"FY","April","March","155.5","197.2","244.1","347.3","404.3","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","FAFA","Gross Reserves",1998,"FY","April","March","17.1","20.6","26.6","16.4","23.1","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","FI","Nominal Interest Rate (in percent)",1998,"FY","April","March","14.2","14","NULL","NULL","NULL","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","FMB","Broad Money (domestic currency, billions) 4/",1998,"FY","April","March","181.7","232.5","294.6","450.3","464.6","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCB_Y","Fiscal Balance including grants (percent of GDP) 3/(A+B+C+D-E-F-G)",1998,"FY","April","March","0.2","0.9","1.2","-0.2","-3.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCECY","Current Non-Interest Expenditures (percent of GDP)",1998,"FY","April","March","NULL","6.7","7","8.7","9.7","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCEKY","Capital Expenditures and Net Lending (Percent of GDP)",1998,"FY","April","March","NULL","5.8","5.6","5.8","5.7","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCENL","Total Expenditures (percent of GDP, E+F+G)",1998,"FY","April","March","NULL","13.9","13.8","16.1","17.3","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCG_Y","Grants (percent of GDP)",1998,"FY","April","March","NULL","0.1","0.1","0","0","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCIPY","Interest payments (percent of GDP)",1998,"FY","April","March","NULL","1.4","1.2","1.7","1.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCRCT","Current Tax Revenue (percent of GDP)",1998,"FY","April","March","NULL","13.7","14.1","14.9","11.2","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCR_Y","Total Revenues, including grants (percent of GDP, A+B+C+D)",1998,"FY","April","March","NULL","14.9","15.1","15.9","13.4","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCRKY","Capital Revenues (percent of GDP)",1998,"FY","April","March","NULL","0","0","0","0.9","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GCRNT","Current Non-tax Revenues (percent of GDP)",1998,"FY","April","March","NULL","1.1","0.9","0.9","1.3","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","GPB_Y","Fiscal Balance, Broadest coverage including grants 2/",1998,"FY","April","March","0.2","0.9","1.2","-0.2","-3.8","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","NGDP","GDP (domestic currency, billions)",1998,"FY","April","March","399.8","471.7","554.2","679.1","949.4","1080.4","1221.6","1370.1","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","NGDPD","GDP (in millions of US$ or SDRs)",1998,"FY","April","March","183","208","223","190","160.4","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","NI_Y","Gross Domestic Investment (percent of GDP)",1998,"FY","April","March","31.1","31.9","32.1","31.6","22.4","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","NS_Y","Gross National/Domestic Savings (percent of GDP)",1998,"FY","April","March","29.3","29","28.8","30.4","25.1","NULL","NULL","NULL","US$ bn",1
256,"INDONESIA",536,"SBA","11/5/1997",1997,"11/4/2000",2000,"NULL","NULL","NULL","P1","R1","BLANK","EBS/98/73","PCPIC","CPI Inflation (percent, end-of-period)",1998,"FY","April","March","8.9","9.2","5.3","38.4","18.5","NULL","NULL","NULL","US$ bn",1
